Date,Ticker,Forecast
2024-01-09,000001.SS,3588.610202636719
2024-01-09,1592.T,1667.63
2024-01-09,399001.SZ,14360.484521484375
2024-01-09,^NSEI,17974.63431640625
2024-01-09,^BSESN,60326.880390625
2024-01-10,^NYA,17189.5122265625
2024-01-10,^IXIC,15054.0542578125
2024-01-10,^N100,1360.3117895507812
2024-01-10,000001.SS,3589.626474609375
2024-01-10,1592.T,1671.8
2024-01-10,399001.SZ,14370.94529296875
2024-01-10,^NSEI,18040.29818359375
2024-01-10,^BSESN,60542.27359375
2024-01-11,^NYA,17240.18337890625
2024-01-11,^IXIC,15027.1217578125
2024-01-11,^N100,1365.868006591797
2024-01-11,000001.SS,3577.1409912109375
2024-01-11,1592.T,1661.04
2024-01-11,399001.SZ,14268.59009765625
2024-01-11,^NSEI,18070.07373046875
2024-01-11,^BSESN,60617.6440234375
2024-01-12,^NYA,17262.02572265625
2024-01-12,^IXIC,15024.69630859375
2024-01-12,^N100,1364.6978002929689
2024-01-12,000001.SS,3574.836494140625
2024-01-12,1592.T,1658.94
2024-01-12,399001.SZ,14245.72501953125
2024-01-12,^NSEI,18150.00453125
2024-01-12,^BSESN,60928.19984375
2024-01-13,^NYA,17238.170703125
2024-01-13,^IXIC,14863.66017578125
2024-01-13,^N100,1364.8323071289062
2024-01-13,000001.SS,3545.8016064453127
2024-01-13,1592.T,1653.86
2024-01-13,399001.SZ,14189.03798828125
2024-01-13,^NSEI,18185.36373046875
2024-01-13,^BSESN,61046.62546875
2024-01-14,^NYA,17181.628984375
2024-01-14,^IXIC,14795.709365234376
2024-01-14,^N100,1358.2682775878907
2024-01-14,000001.SS,3533.9807080078126
2024-01-14,1592.T,1636.71
2024-01-14,399001.SZ,14178.8375
2024-01-14,^NSEI,18186.15310546875
2024-01-14,^BSESN,61032.9778125
2024-01-15,^NYA,17206.71404296875
2024-01-15,^IXIC,14859.241767578125
2024-01-15,^N100,1356.9605786132813
2024-01-15,000001.SS,3549.8964404296876
2024-01-15,1592.T,1631.22
2024-01-15,399001.SZ,14329.381806640626
2024-01-15,^NSEI,18210.18859375
2024-01-15,^BSESN,61029.0916015625
2024-01-16,^NYA,17216.3428125
2024-01-16,^IXIC,14865.822705078124
2024-01-16,^N100,1355.0604833984376
2024-01-16,000001.SS,3558.2196240234375
2024-01-16,1592.T,1630.17
2024-01-16,399001.SZ,14340.92796875
2024-01-16,^NSEI,18213.64453125
2024-01-16,^BSESN,61049.545625
2024-01-17,^NYA,17118.99951171875
2024-01-17,^IXIC,14710.8087890625
2024-01-17,^N100,1357.229490966797
2024-01-17,000001.SS,3558.630234375
2024-01-17,1592.T,1629.03
2024-01-17,399001.SZ,14318.94583984375
2024-01-17,^NSEI,18192.8280859375
2024-01-17,^BSESN,60983.799140625
2024-01-18,^NYA,16906.4176171875
2024-01-18,^IXIC,14473.80421875
2024-01-18,^N100,1356.5973706054688
2024-01-18,000001.SS,3556.2097021484374
2024-01-18,1592.T,1624.35
2024-01-18,399001.SZ,14233.937958984376
2024-01-18,^NSEI,18109.54091796875
2024-01-18,^BSESN,60723.8860546875
2024-01-19,^NYA,16794.2726953125
2024-01-19,^IXIC,14268.230947265625
2024-01-19,^N100,1353.2805786132812
2024-01-19,000001.SS,3534.62623046875
2024-01-19,1592.T,1605.06
2024-01-19,399001.SZ,14196.847646484375
2024-01-19,^NSEI,17970.1057421875
2024-01-19,^BSESN,60222.886875
2024-01-20,^NYA,16654.468115234376
2024-01-20,^IXIC,14113.148583984375
2024-01-20,^N100,1351.2029711914063
2024-01-20,000001.SS,3532.459343261719
2024-01-20,1592.T,1598.27
2024-01-20,399001.SZ,14171.278154296875
2024-01-20,^NSEI,17804.80166015625
2024-01-20,^BSESN,59605.145546875
2024-01-21,^NYA,16447.5228125
2024-01-21,^IXIC,13813.819677734375
2024-01-21,^N100,1327.0136669921876
2024-01-21,000001.SS,3527.270153808594
2024-01-21,1592.T,1592.03
2024-01-21,399001.SZ,14083.40615234375
2024-01-21,^NSEI,17670.90326171875
2024-01-21,^BSESN,59213.759453125
2024-01-22,^NYA,16438.32427734375
2024-01-22,^IXIC,13876.121103515625
2024-01-22,^N100,1300.5308801269532
2024-01-22,000001.SS,3532.642724609375
2024-01-22,1592.T,1593.4
2024-01-22,399001.SZ,14130.74451171875
2024-01-22,^NSEI,17664.4236328125
2024-01-22,^BSESN,59125.300078125
2024-01-23,^NYA,16350.452421875
2024-01-23,^IXIC,13695.36630859375
2024-01-23,^N100,1292.5384741210937
2024-01-23,000001.SS,3530.9947290039063
2024-01-23,1592.T,1593.47
2024-01-23,399001.SZ,14094.5389453125
2024-01-23,^NSEI,17316.04017578125
2024-01-23,^BSESN,58007.707109375
2024-01-24,^NYA,16296.551044921875
2024-01-24,^IXIC,13641.703203125
2024-01-24,^N100,1296.5546728515626
2024-01-24,000001.SS,3500.774931640625
2024-01-24,1592.T,1588.93
2024-01-24,399001.SZ,13970.499111328125
2024-01-24,^NSEI,17218.59546875
2024-01-24,^BSESN,57662.9062890625
2024-01-25,^NYA,16259.700068359374
2024-01-25,^IXIC,13550.95748046875
2024-01-25,^N100,1295.3304663085937
2024-01-25,000001.SS,3457.180812988281
2024-01-25,1592.T,1584.77
2024-01-25,399001.SZ,13785.99046875
2024-01-25,^NSEI,17190.35189453125
2024-01-25,^BSESN,57589.8334765625
2024-01-26,^NYA,16329.55544921875
2024-01-26,^IXIC,13646.51208984375
2024-01-26,^N100,1309.0656774902343
2024-01-26,000001.SS,3432.340461425781
2024-01-26,1592.T,1577.84
2024-01-26,399001.SZ,13670.0620703125
2024-01-26,^NSEI,17186.28173828125
2024-01-26,^BSESN,57571.1495703125
2024-01-27,^NYA,16315.233701171876
2024-01-27,^IXIC,13612.019833984376
2024-01-27,^N100,1311.9745751953126
2024-01-27,000001.SS,3404.5920825195312
2024-01-27,1592.T,1576.05
2024-01-27,399001.SZ,13487.905595703125
2024-01-27,^NSEI,17162.154375
2024-01-27,^BSESN,57504.91546875
2024-01-28,^NYA,16352.118095703125
2024-01-28,^IXIC,13666.01884765625
2024-01-28,^N100,1309.282978515625
2024-01-28,000001.SS,3380.47576171875
2024-01-28,1592.T,1563.02
2024-01-28,399001.SZ,13396.618564453125
2024-01-28,^NSEI,17151.30408203125
2024-01-28,^BSESN,57488.806171875
2024-01-29,^NYA,16378.118857421876
2024-01-29,^IXIC,13819.179267578125
2024-01-29,^N100,1309.087587890625
2024-01-29,000001.SS,3385.702158203125
2024-01-29,1592.T,1569.89
2024-01-29,399001.SZ,13422.1196484375
2024-01-29,^NSEI,17240.34908203125
2024-01-29,^BSESN,57790.1991015625
2024-01-30,^NYA,16520.088408203126
2024-01-30,^IXIC,13922.28470703125
2024-01-30,^N100,1310.2735974121094
2024-01-30,000001.SS,3381.7825537109375
2024-01-30,1592.T,1581.94
2024-01-30,399001.SZ,13424.5379296875
2024-01-30,^NSEI,17283.75849609375
2024-01-30,^BSESN,57840.294765625
2024-01-31,^NYA,16474.017412109373
2024-01-31,^IXIC,13866.38453125
2024-01-31,^N100,1314.7806774902344
2024-01-31,000001.SS,3385.085654296875
2024-01-31,1592.T,1578.16
2024-01-31,399001.SZ,13436.65095703125
2024-01-31,^NSEI,17275.6484765625
2024-01-31,^BSESN,57819.815546875
2024-02-01,^NYA,16770.74103515625
2024-02-01,^IXIC,14127.927236328125
2024-02-01,^N100,1330.5403686523437
2024-02-01,000001.SS,3362.1213427734374
2024-02-01,1592.T,1582.96
2024-02-01,399001.SZ,13336.24783203125
2024-02-01,^NSEI,17612.99169921875
2024-02-01,^BSESN,58893.4026953125
2024-02-02,^NYA,16747.97185546875
2024-02-02,^IXIC,14104.21740234375
2024-02-02,^N100,1326.3335668945313
2024-02-02,000001.SS,3362.1213427734374
2024-02-02,1592.T,1586.23
2024-02-02,399001.SZ,13325.749609375
2024-02-02,^NSEI,17617.89150390625
2024-02-02,^BSESN,58897.0479296875
2024-02-03,^NYA,16704.4169921875
2024-02-03,^IXIC,13989.815
2024-02-03,^N100,1315.7239697265625
2024-02-03,000001.SS,3362.1213427734374
2024-02-03,1592.T,1588.11
2024-02-03,399001.SZ,13325.749609375
2024-02-03,^NSEI,17551.68447265625
2024-02-03,^BSESN,58740.5621484375
2024-02-04,^NYA,16698.3822265625
2024-02-04,^IXIC,14021.14076171875
2024-02-04,^N100,1311.9715625
2024-02-04,000001.SS,3362.1213427734374
2024-02-04,1592.T,1586.15
2024-02-04,399001.SZ,13325.749609375
2024-02-04,^NSEI,17491.55173828125
2024-02-04,^BSESN,58518.9451171875
2024-02-05,^NYA,16719.38125
2024-02-05,^IXIC,14121.33615234375
2024-02-05,^N100,1315.8534887695312
2024-02-05,000001.SS,3366.4332470703125
2024-02-05,1592.T,1586.83
2024-02-05,399001.SZ,13369.121494140625
2024-02-05,^NSEI,17372.428359375
2024-02-05,^BSESN,58338.3397265625
2024-02-06,^NYA,16799.73548828125
2024-02-06,^IXIC,14139.19775390625
2024-02-06,^N100,1320.9343054199219
2024-02-06,000001.SS,3428.7975756835935
2024-02-06,1592.T,1590.09
2024-02-06,399001.SZ,13364.947177734375
2024-02-06,^NSEI,17379.541455078124
2024-02-06,^BSESN,58317.0048828125
2024-02-07,^NYA,16864.289072265627
2024-02-07,^IXIC,14210.147392578125
2024-02-07,^N100,1326.0644921875
2024-02-07,000001.SS,3460.6913745117185
2024-02-07,1592.T,1591.81
2024-02-07,399001.SZ,13419.11810546875
2024-02-07,^NSEI,17385.520205078126
2024-02-07,^BSESN,58221.365625
2024-02-08,^NYA,16799.690673828125
2024-02-08,^IXIC,14115.58599609375
2024-02-08,^N100,1322.9438989257812
2024-02-08,000001.SS,3472.132849121094
2024-02-08,1592.T,1594.25
2024-02-08,399001.SZ,13401.706337890624
2024-02-08,^NSEI,17430.524091796877
2024-02-08,^BSESN,58354.4531640625
2024-02-09,^NYA,16810.8777734375
2024-02-09,^IXIC,14116.99375
2024-02-09,^N100,1324.6771838378907
2024-02-09,000001.SS,3478.859240722656
2024-02-09,1592.T,1600.31
2024-02-09,399001.SZ,13395.706533203125
2024-02-09,^NSEI,17474.69521484375
2024-02-09,^BSESN,58443.7859375
2024-02-10,^NYA,16792.175693359375
2024-02-10,^IXIC,14051.072509765625
2024-02-10,^N100,1326.44388671875
2024-02-10,000001.SS,3480.3520361328124
2024-02-10,1592.T,1602.2
2024-02-10,399001.SZ,13380.386318359375
2024-02-10,^NSEI,17513.58955078125
2024-02-10,^BSESN,58553.15625
2024-02-11,^NYA,16711.8274609375
2024-02-11,^IXIC,13916.566953125
2024-02-11,^N100,1322.9020007324218
2024-02-11,000001.SS,3471.4240478515626
2024-02-11,1592.T,1605.33
2024-02-11,399001.SZ,13324.125009765625
2024-02-11,^NSEI,17426.36455078125
2024-02-11,^BSESN,58240.6392578125
2024-02-12,^NYA,16643.425380859375
2024-02-12,^IXIC,13899.6901953125
2024-02-12,^N100,1321.0475952148438
2024-02-12,000001.SS,3443.43115234375
2024-02-12,1592.T,1590.14
2024-02-12,399001.SZ,13280.553984375
2024-02-12,^NSEI,17128.13419921875
2024-02-12,^BSESN,57398.8859375
2024-02-13,^NYA,16686.51181640625
2024-02-13,^IXIC,13964.254287109376
2024-02-13,^N100,1313.1765966796875
2024-02-13,000001.SS,3446.6087255859375
2024-02-13,1592.T,1589.1
2024-02-13,399001.SZ,13250.499765625
2024-02-13,^NSEI,17224.7093359375
2024-02-13,^BSESN,57706.2625
2024-02-14,^NYA,16716.569453125
2024-02-14,^IXIC,13985.838056640625
2024-02-14,^N100,1311.5526782226561
2024-02-14,000001.SS,3462.9512451171877
2024-02-14,1592.T,1600.24
2024-02-14,399001.SZ,13292.301552734374
2024-02-14,^NSEI,17255.048203125
2024-02-14,^BSESN,57776.809375
2024-02-15,^NYA,16698.3407421875
2024-02-15,^IXIC,13988.914140625
2024-02-15,^N100,1313.5209753417969
2024-02-15,000001.SS,3467.6812329101563
2024-02-15,1592.T,1601.96
2024-02-15,399001.SZ,13357.8116796875
2024-02-15,^NSEI,17308.9306640625
2024-02-15,^BSESN,58032.4341796875
2024-02-16,^NYA,16647.13171875
2024-02-16,^IXIC,13954.4108984375
2024-02-16,^N100,1311.4001672363281
2024-02-16,000001.SS,3469.279016113281
2024-02-16,1592.T,1598.08
2024-02-16,399001.SZ,13366.13240234375
2024-02-16,^NSEI,17302.4873828125
2024-02-16,^BSESN,57979.1787890625
2024-02-17,^NYA,16511.56490234375
2024-02-17,^IXIC,13779.514091796875
2024-02-17,^N100,1309.4699670410157
2024-02-17,000001.SS,3469.832412109375
2024-02-17,1592.T,1592.97
2024-02-17,399001.SZ,13399.340419921875
2024-02-17,^NSEI,17300.861015625
2024-02-17,^BSESN,57890.7429296875
2024-02-18,^NYA,16446.20220703125
2024-02-18,^IXIC,13649.16044921875
2024-02-18,^N100,1306.632861328125
2024-02-18,000001.SS,3480.81130859375
2024-02-18,1592.T,1590.06
2024-02-18,399001.SZ,13420.31490234375
2024-02-18,^NSEI,17292.27185546875
2024-02-18,^BSESN,57862.9062890625
2024-02-19,^NYA,16500.562431640625
2024-02-19,^IXIC,13647.909130859374
2024-02-19,^N100,1304.2726806640626
2024-02-19,000001.SS,3473.04294921875
2024-02-19,1592.T,1581.9
2024-02-19,399001.SZ,13409.635107421875
2024-02-19,^NSEI,17185.55517578125
2024-02-19,^BSESN,57560.649453125
2024-02-20,^NYA,16464.549423828124
2024-02-20,^IXIC,13577.673466796876
2024-02-20,^N100,1303.61228515625
2024-02-20,000001.SS,3470.9969189453127
2024-02-20,1592.T,1577.37
2024-02-20,399001.SZ,13381.07404296875
2024-02-20,^NSEI,17209.6993359375
2024-02-20,^BSESN,57619.1286328125
2024-02-21,^NYA,16234.735263671875
2024-02-21,^IXIC,13364.796640625
2024-02-21,^N100,1286.6878833007813
2024-02-21,000001.SS,3481.1430810546876
2024-02-21,1592.T,1576.53
2024-02-21,399001.SZ,13442.26103515625
2024-02-21,^NSEI,17180.35123046875
2024-02-21,^BSESN,57470.6354296875
2024-02-22,^NYA,16116.87310546875
2024-02-22,^IXIC,13416.9144921875
2024-02-22,^N100,1261.3012719726562
2024-02-22,000001.SS,3472.281552734375
2024-02-22,1592.T,1558.46
2024-02-22,399001.SZ,13362.978935546875
2024-02-22,^NSEI,17116.14529296875
2024-02-22,^BSESN,57298.063828125
2024-02-23,^NYA,16236.488115234375
2024-02-23,^IXIC,13420.433447265625
2024-02-23,^N100,1262.3925744628907
2024-02-23,000001.SS,3472.7148388671876
2024-02-23,1592.T,1553.46
2024-02-23,399001.SZ,13422.548212890624
2024-02-23,^NSEI,17068.25703125
2024-02-23,^BSESN,57112.6946484375
2024-02-24,^NYA,16237.15173828125
2024-02-24,^IXIC,13550.5812109375
2024-02-24,^N100,1259.9267749023438
2024-02-24,000001.SS,3448.711943359375
2024-02-24,1592.T,1547.6
2024-02-24,399001.SZ,13358.787705078124
2024-02-24,^NSEI,16561.969228515623
2024-02-24,^BSESN,55439.4839453125
2024-02-25,^NYA,16323.331962890625
2024-02-25,^IXIC,13630.243505859375
2024-02-25,^N100,1269.8002880859376
2024-02-25,000001.SS,3448.1281298828126
2024-02-25,1592.T,1552.52
2024-02-25,399001.SZ,13383.41072265625
2024-02-25,^NSEI,16654.760322265625
2024-02-25,^BSESN,55771.55671875
2024-02-26,^NYA,16292.125
2024-02-26,^IXIC,13584.600283203124
2024-02-26,^N100,1275.945518798828
2024-02-26,000001.SS,3455.637414550781
2024-02-26,1592.T,1560.11
2024-02-26,399001.SZ,13413.2569140625
2024-02-26,^NSEI,16719.277783203124
2024-02-26,^BSESN,56053.402109375
2024-02-27,^NYA,16218.86806640625
2024-02-27,^IXIC,13625.27765625
2024-02-27,^N100,1277.0334204101562
2024-02-27,000001.SS,3447.7300073242186
2024-02-27,1592.T,1558.22
2024-02-27,399001.SZ,13373.195126953126
2024-02-27,^NSEI,16777.699267578126
2024-02-27,^BSESN,56282.48234375
2024-02-28,^NYA,16212.755419921876
2024-02-28,^IXIC,13653.562783203124
2024-02-28,^N100,1276.9657116699218
2024-02-28,000001.SS,3442.2191748046876
2024-02-28,1592.T,1562.16
2024-02-28,399001.SZ,13415.047158203124
2024-02-28,^NSEI,16779.3752734375
2024-02-28,^BSESN,56079.073125
2024-02-29,^NYA,16332.441748046875
2024-02-29,^IXIC,13816.383271484376
2024-02-29,^N100,1269.4175891113282
2024-02-29,000001.SS,3435.7374609375
2024-02-29,1592.T,1567.64
2024-02-29,399001.SZ,13361.390986328124
2024-02-29,^NSEI,16826.1803125
2024-02-29,^BSESN,56242.4500390625
2024-03-01,^NYA,16231.99505859375
2024-03-01,^IXIC,13634.817431640626
2024-03-01,^N100,1219.3931225585939
2024-03-01,000001.SS,3473.710400390625
2024-03-01,1592.T,1547.75
2024-03-01,399001.SZ,13253.65498046875
2024-03-01,^NSEI,16729.92203125
2024-03-01,^BSESN,55745.1136328125
2024-03-02,^NYA,16245.28146484375
2024-03-02,^IXIC,13610.755595703125
2024-03-02,^N100,1221.0653149414063
2024-03-02,000001.SS,3470.657785644531
2024-03-02,1592.T,1544.89
2024-03-02,399001.SZ,13238.07021484375
2024-03-02,^NSEI,16674.32390625
2024-03-02,^BSESN,55546.1787109375
2024-03-03,^NYA,16225.28978515625
2024-03-03,^IXIC,13526.55548828125
2024-03-03,^N100,1211.065118408203
2024-03-03,000001.SS,3463.595705566406
2024-03-03,1592.T,1544.33
2024-03-03,399001.SZ,13168.357509765625
2024-03-03,^NSEI,16554.49017578125
2024-03-03,^BSESN,55282.9433203125
2024-03-04,^NYA,16142.067958984375
2024-03-04,^IXIC,13658.99580078125
2024-03-04,^N100,1179.8560205078124
2024-03-04,000001.SS,3431.2144165039062
2024-03-04,1592.T,1543.65
2024-03-04,399001.SZ,13221.045029296874
2024-03-04,^NSEI,16240.91169921875
2024-03-04,^BSESN,54350.476328125
2024-03-05,^NYA,16112.770224609376
2024-03-05,^IXIC,13580.166533203124
2024-03-05,^N100,1173.055008544922
2024-03-05,000001.SS,3435.448000488281
2024-03-05,1592.T,1540.47
2024-03-05,399001.SZ,13119.00482421875
2024-03-05,^NSEI,16309.5695703125
2024-03-05,^BSESN,54653.9204296875
2024-03-06,^NYA,16046.16416015625
2024-03-06,^IXIC,13531.797841796875
2024-03-06,^N100,1170.4864074707032
2024-03-06,000001.SS,3410.584812011719
2024-03-06,1592.T,1522.84
2024-03-06,399001.SZ,12673.698076171875
2024-03-06,^NSEI,16347.341376953125
2024-03-06,^BSESN,54958.5973828125
2024-03-07,^NYA,15965.71720703125
2024-03-07,^IXIC,13298.206064453125
2024-03-07,^N100,1166.5964086914062
2024-03-07,000001.SS,3376.4051342773437
2024-03-07,1592.T,1508.52
2024-03-07,399001.SZ,12487.71642578125
2024-03-07,^NSEI,16353.5399609375
2024-03-07,^BSESN,54618.37234375
2024-03-08,^NYA,15858.856279296875
2024-03-08,^IXIC,13114.402373046874
2024-03-08,^N100,1164.8792883300782
2024-03-08,000001.SS,3321.280910644531
2024-03-08,1592.T,1498.37
2024-03-08,399001.SZ,12405.623447265625
2024-03-08,^NSEI,16369.656806640625
2024-03-08,^BSESN,54885.9644921875
2024-03-09,^NYA,15901.747919921874
2024-03-09,^IXIC,13108.117822265625
2024-03-09,^N100,1186.1068981933595
2024-03-09,000001.SS,3291.6755883789065
2024-03-09,1592.T,1501.01
2024-03-09,399001.SZ,12346.522294921875
2024-03-09,^NSEI,16454.40126953125
2024-03-09,^BSESN,55104.4933203125
2024-03-10,^NYA,15875.618271484374
2024-03-10,^IXIC,13071.37390625
2024-03-10,^N100,1189.6906958007812
2024-03-10,000001.SS,3296.618220214844
2024-03-10,1592.T,1506.99
2024-03-10,399001.SZ,12381.777939453124
2024-03-10,^NSEI,16603.042880859375
2024-03-10,^BSESN,55540.116640625
2024-03-11,^NYA,15842.578193359375
2024-03-11,^IXIC,12849.30642578125
2024-03-11,^N100,1196.1873974609375
2024-03-11,000001.SS,3260.382998046875
2024-03-11,1592.T,1502.25
2024-03-11,399001.SZ,12202.219619140626
2024-03-11,^NSEI,16466.61220703125
2024-03-11,^BSESN,55126.6546484375
2024-03-12,^NYA,15878.610458984374
2024-03-12,^IXIC,12880.16017578125
2024-03-12,^N100,1203.68990234375
2024-03-12,000001.SS,3234.1186987304686
2024-03-12,1592.T,1505.1
2024-03-12,399001.SZ,12052.21662109375
2024-03-12,^NSEI,16619.892451171876
2024-03-12,^BSESN,55633.4136328125
2024-03-13,^NYA,16032.496298828126
2024-03-13,^IXIC,13131.05814453125
2024-03-13,^N100,1214.353310546875
2024-03-13,000001.SS,3212.9251928710937
2024-03-13,1592.T,1511.94
2024-03-13,399001.SZ,12087.472939453124
2024-03-13,^NSEI,16769.377958984376
2024-03-13,^BSESN,56121.681015625
2024-03-14,^NYA,16071.671181640624
2024-03-14,^IXIC,13154.104892578125
2024-03-14,^N100,1212.692608642578
2024-03-14,000001.SS,3181.3499975585937
2024-03-14,1592.T,1522.1
2024-03-14,399001.SZ,12105.183642578126
2024-03-14,^NSEI,16820.92345703125
2024-03-14,^BSESN,56335.190859375
2024-03-15,^NYA,16059.705263671874
2024-03-15,^IXIC,13214.706982421874
2024-03-15,^N100,1217.7802099609376
2024-03-15,000001.SS,3151.719091796875
2024-03-15,1592.T,1532.66
2024-03-15,399001.SZ,12090.610283203125
2024-03-15,^NSEI,16863.67748046875
2024-03-15,^BSESN,56596.515625
2024-03-16,^NYA,16215.614765625
2024-03-16,^IXIC,13438.87572265625
2024-03-16,^N100,1240.3134265136719
2024-03-16,000001.SS,3185.1755908203127
2024-03-16,1592.T,1545.37
2024-03-16,399001.SZ,12167.905146484374
2024-03-16,^NSEI,17041.281953125
2024-03-16,^BSESN,57066.7847265625
2024-03-17,^NYA,16400.008994140626
2024-03-17,^IXIC,13569.146728515625
2024-03-17,^N100,1248.4685229492188
2024-03-17,000001.SS,3207.2865161132813
2024-03-17,1592.T,1557.49
2024-03-17,399001.SZ,12275.92673828125
2024-03-17,^NSEI,17191.8733984375
2024-03-17,^BSESN,57568.0830859375
2024-03-18,^NYA,16441.44736328125
2024-03-18,^IXIC,13615.746884765626
2024-03-18,^N100,1258.9119958496094
2024-03-18,000001.SS,3223.6984008789063
2024-03-18,1592.T,1560.27
2024-03-18,399001.SZ,12100.28142578125
2024-03-18,^NSEI,17133.55751953125
2024-03-18,^BSESN,57323.7044921875
2024-03-19,^NYA,16556.11705078125
2024-03-19,^IXIC,13715.687119140624
2024-03-19,^N100,1259.8026892089845
2024-03-19,000001.SS,3231.966721191406
2024-03-19,1592.T,1567.0
2024-03-19,399001.SZ,12214.4915234375
2024-03-19,^NSEI,17212.54763671875
2024-03-19,^BSESN,57501.2595703125
2024-03-20,^NYA,16609.3394140625
2024-03-20,^IXIC,13775.390634765625
2024-03-20,^N100,1266.8656982421876
2024-03-20,000001.SS,3255.155126953125
2024-03-20,1592.T,1578.79
2024-03-20,399001.SZ,12335.66455078125
2024-03-20,^NSEI,17234.10771484375
2024-03-20,^BSESN,57625.4283203125
2024-03-21,^NYA,16587.815458984376
2024-03-21,^IXIC,13846.08779296875
2024-03-21,^N100,1269.017607421875
2024-03-21,000001.SS,3252.258430175781
2024-03-21,1592.T,1587.06
2024-03-21,399001.SZ,12320.506591796875
2024-03-21,^NSEI,17241.482763671876
2024-03-21,^BSESN,57624.094921875
2024-03-22,^NYA,16595.157705078123
2024-03-22,^IXIC,13902.421923828126
2024-03-22,^N100,1264.8197045898437
2024-03-22,000001.SS,3244.0052294921875
2024-03-22,1592.T,1602.0
2024-03-22,399001.SZ,12310.566953125
2024-03-22,^NSEI,17248.60970703125
2024-03-22,^BSESN,57642.654453125
2024-03-23,^NYA,16609.1031640625
2024-03-23,^IXIC,13952.011220703125
2024-03-23,^N100,1263.0480029296875
2024-03-23,000001.SS,3245.5740258789065
2024-03-23,1592.T,1621.42
2024-03-23,399001.SZ,12317.357880859376
2024-03-23,^NSEI,17235.9222265625
2024-03-23,^BSESN,57582.8321484375
2024-03-24,^NYA,16674.9330078125
2024-03-24,^IXIC,14106.049228515625
2024-03-24,^N100,1260.9153088378907
2024-03-24,000001.SS,3241.846018066406
2024-03-24,1592.T,1628.65
2024-03-24,399001.SZ,12299.49376953125
2024-03-24,^NSEI,17179.93056640625
2024-03-24,^BSESN,57347.1664453125
2024-03-25,^NYA,16561.12279296875
2024-03-25,^IXIC,13964.68572265625
2024-03-25,^N100,1260.5181726074218
2024-03-25,000001.SS,3225.1596069335938
2024-03-25,1592.T,1616.51
2024-03-25,399001.SZ,12130.805810546875
2024-03-25,^NSEI,17175.36296875
2024-03-25,^BSESN,57404.903671875
2024-03-26,^NYA,16524.96314453125
2024-03-26,^IXIC,13880.727373046875
2024-03-26,^N100,1259.1733764648438
2024-03-26,000001.SS,3212.6692944335937
2024-03-26,1592.T,1618.78
2024-03-26,399001.SZ,12009.25544921875
2024-03-26,^NSEI,17233.294208984375
2024-03-26,^BSESN,57632.6787890625
2024-03-27,^NYA,16509.752099609374
